ID,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Marital_Status_Ct,Num_Kids,Tot_Cmp_Accepted,Itm_Total
4339,PhD,67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,52,3242.5868242974657,2,1,0,1615
10755,2n Cycle,23718.0,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,46,3567.5868242974657,2,1,0,87
8595,Graduation,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,49,2936.5868242974652,1,1,0,122
2968,PhD,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,0,1,79,3605.5868242974657,1,0,1,1339
8601,Graduation,80011.0,0,1,3,421,76,536,82,178,102,2,8,6,5,4,0,0,42,3488.5868242974657,2,1,0,1816
503,Master,20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,37,3270.5868242974657,2,1,0,66
8430,Graduation,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,65,3614.5868242974657,2,1,0,31
7281,PhD,52247.25135379061,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,63,3476.5868242974657,1,0,0,267
2139,Master,7500.0,1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,47,3566.5868242974657,2,1,0,34
1371,Graduation,79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,46,3063.5868242974652,1,0,0,1107
9909,2n Cycle,7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,1,26,3718.5868242974657,2,0,0,125
7286,Graduation,41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,54,3463.5868242974657,2,1,0,68
7244,Graduation,52247.25135379061,2,1,96,48,5,48,6,10,7,3,2,1,4,6,0,0,71,3241.5868242974657,1,3,0,172
6566,PhD,72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,68,3749.5868242974657,2,2,0,2145
8614,Graduation,65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,65,2903.5868242974652,1,1,0,752
4114,Master,79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,58,3660.5868242974657,2,0,0,2343
1331,Graduation,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,45,3575.5868242974657,1,1,0,84
2225,Graduation,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,0,1,45,3055.5868242974652,1,0,2,2127
9381,Graduation,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,44,3267.5868242974657,2,2,0,934
6260,Master,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,1,67,3649.5868242974657,2,0,1,2941
10383,Graduation,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,1,56,3572.5868242974657,1,0,0,1388
7437,Graduation,27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,34,3124.5868242974657,1,1,0,42
8557,Graduation,52247.25135379061,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,40,3439.5868242974657,1,1,0,57
8375,PhD,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,54,3180.5868242974657,2,1,0,965
6853,Master,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,40,3510.5868242974657,1,0,2,2150
3076,Graduation,66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,47,3782.5868242974657,2,2,0,1064
1012,Graduation,61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,70,3558.5868242974657,1,1,0,1407
6518,PhD,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,71,3297.5868242974657,1,1,0,1152
4137,Graduation,70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,74,3444.5868242974657,2,0,0,1474
8082,Graduation,25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,1,51,3466.5868242974657,2,1,0,35
1386,Graduation,32474.0,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,55,2933.5868242974652,2,2,0,21
9369,2n Cycle,88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,0,1,43,3164.5868242974657,1,1,2,1962
4477,Graduation,69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,64,3337.5868242974657,2,1,0,900
1357,Graduation,74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,52,3391.5868242974657,2,3,0,2418
1402,Master,66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,68,3659.5868242974657,2,0,0,1749
10629,2n Cycle,52247.25135379061,1,0,25,25,3,43,17,4,17,3,3,0,3,8,0,0,49,3715.5868242974657,2,1,0,134
6312,Graduation,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,63,3531.5868242974657,2,1,0,1121
8132,PhD,60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,0,47,3483.5868242974657,2,2,1,1226
1050,Graduation,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,70,3122.5868242974657,2,0,0,79
5846,Graduation,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,45,3619.5868242974657,1,1,0,15
1859,Master,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,1,50,3733.5868242974657,2,0,0,2611
7503,Graduation,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,0,1,46,3628.5868242974657,1,0,1,3241
10401,2n Cycle,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,1,0,46,3508.5868242974657,2,0,0,19
1618,Graduation,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,0,1,57,3575.5868242974657,2,0,1,1269
3332,Graduation,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,37,3731.5868242974657,1,1,0,229
2261,Graduation,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,53,3433.5868242974657,2,1,0,20
5346,2n Cycle,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,49,3541.5868242974657,2,1,0,104
4119,Master,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,59,3298.5868242974657,2,0,0,430
535,Graduation,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,35,3186.5868242974657,1,0,0,941
5268,Graduation,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,62,3295.5868242974657,2,2,0,73
273,Master,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,0,52,3410.5868242974657,2,2,1,281
4452,Graduation,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,65,3094.5868242974652,1,1,2,664
8504,Graduation,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,49,2903.5868242974652,2,0,1,1716
771,Graduation,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,55,3221.5868242974657,2,1,0,329
8996,PhD,52247.25135379061,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,0,65,3649.5868242974657,2,3,0,833
9235,Graduation,52247.25135379061,1,1,45,7,0,8,2,0,1,1,1,0,2,7,0,0,65,3095.5868242974652,1,2,0,25
5798,Master,52247.25135379061,0,0,87,445,37,359,98,28,18,1,2,4,8,1,0,0,49,3280.5868242974657,2,0,0,1430
11178,Master,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,50,3160.5868242974657,1,1,0,47
2230,PhD,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,52,3098.5868242974652,2,1,0,70
7516,Graduation,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,39,3100.5868242974652,2,1,0,50
7247,Graduation,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,0,62,3646.5868242974657,1,1,1,1111
11100,Graduation,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,50,3299.5868242974657,1,2,0,114
4646,2n Cycle,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,71,3595.5868242974657,2,0,1,1185
3037,PhD,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,39,3436.5868242974657,2,0,0,545
1473,2n Cycle,47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,62,3403.5868242974657,1,1,0,125
1016,PhD,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,63,3153.5868242974657,1,1,0,96
4518,Graduation,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,43,3497.5868242974657,2,1,0,1555
9370,PhD,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,77,3470.5868242974657,2,0,0,1682
8908,Graduation,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,1,63,3025.5868242974652,2,0,0,1314
8373,Basic,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,43,3322.5868242974657,2,1,0,30
7533,Graduation,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,58,3340.5868242974657,2,2,0,331
2683,Graduation,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,53,3574.5868242974657,2,2,0,1205
3629,Graduation,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,44,3619.5868242974657,1,1,0,221
10991,Master,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,62,3779.5868242974657,2,0,0,1304
5077,Graduation,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,43,3565.5868242974657,2,1,0,1394
7431,PhD,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,31,3688.5868242974657,1,0,1,3152
3267,Master,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,0,59,3066.5868242974652,2,1,1,1135
999,Graduation,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,31,3575.5868242974657,1,0,2,1220
9215,PhD,43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,42,3626.5868242974657,2,1,0,929
2286,Graduation,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,60,3325.5868242974657,1,2,0,178
1592,Graduation,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,52,3218.5868242974657,2,0,2,2271
367,2n Cycle,36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,44,3557.5868242974657,2,1,0,624
5234,2n Cycle,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,55,3296.5868242974657,2,2,0,93
9862,Graduation,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,53,3289.5868242974657,2,1,0,34
9805,Master,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,69,3436.5868242974657,2,1,0,980
6205,Master,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,1,55,3187.5868242974657,1,1,0,114
8442,Master,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,37,3508.5868242974657,2,2,0,39
7386,Graduation,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,46,3495.5868242974657,1,1,0,60
7215,Graduation,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,39,3270.5868242974657,1,0,3,1857
1491,2n Cycle,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,57,3558.5868242974657,2,0,0,721
11071,Graduation,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,1,38,3496.5868242974657,1,0,0,2373
3381,Master,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,69,3024.5868242974652,2,2,0,160
8268,PhD,52247.25135379061,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,61,3296.5868242974657,2,1,0,756
11051,PhD,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,66,2964.5868242974652,2,2,0,1153
8026,Graduation,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,70,3334.5868242974657,2,1,0,583
433,Master,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,64,3331.5868242974657,1,2,0,1166
9597,Graduation,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,53,2967.5868242974652,2,0,0,961
1295,Graduation,52247.25135379061,0,1,96,231,65,196,38,71,124,1,6,5,7,4,0,0,59,3295.5868242974657,2,1,0,956
5290,PhD,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,58,3381.5868242974657,2,2,0,499
1685,PhD,62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,0,55,3531.5868242974657,2,0,1,2278
5342,Basic,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,46,3752.5868242974657,1,1,0,29
9579,PhD,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,63,3419.5868242974657,2,3,0,159
7660,PhD,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,1,49,3103.5868242974652,1,2,1,64
1461,PhD,36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,57,3398.5868242974657,1,2,0,55
821,Master,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,30,3680.5868242974657,1,0,0,3039
11084,Master,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,1,46,3289.5868242974657,2,1,0,1791
8690,Graduation,86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,60,3498.5868242974657,2,0,0,1784
2937,PhD,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,48,3367.5868242974657,1,1,0,1485
9701,Graduation,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,34,3529.5868242974657,2,1,0,344
9949,Graduation,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,46,3681.5868242974657,2,2,0,1475
10837,Graduation,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,1,47,3671.5868242974657,2,1,0,70
3120,Graduation,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,1,0,41,3367.5868242974657,2,1,0,28
5885,2n Cycle,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,49,3738.5868242974657,2,3,0,284
4050,Master,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,56,3070.5868242974652,2,0,0,169
3830,Master,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,69,3128.5868242974657,2,2,0,754
7987,Graduation,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,0,0,53,3058.5868242974652,2,1,1,806
7798,2n Cycle,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,50,3624.5868242974657,2,1,0,662
92,Graduation,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,34,2903.5868242974652,1,1,0,94
7055,PhD,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,70,3719.5868242974657,2,1,0,1909
10240,Graduation,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,73,3557.5868242974657,2,0,2,2378
3025,Graduation,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,64,3388.5868242974657,1,1,0,518
9283,Graduation,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,44,3264.5868242974657,1,3,0,26
9970,Graduation,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,45,3317.5868242974657,2,1,0,204
2730,Graduation,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,67,3375.5868242974657,1,0,0,1767
2795,Master,30523.0,2,1,0,5,0,3,0,0,5,1,1,0,2,7,0,0,64,3600.5868242974657,1,3,0,18
9260,PhD,70356.0,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,77,3841.5868242974657,2,0,0,3055
8182,Graduation,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,38,3121.5868242974657,2,1,0,174
10095,PhD,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,47,3602.5868242974657,1,0,0,2294
8475,PhD,157243.0,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,49,3239.5868242974657,2,1,0,1628
4370,Graduation,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,56,3290.5868242974657,2,3,0,106
10573,Graduation,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,0,0,69,3285.5868242974657,1,0,1,546
3712,Graduation,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,0,63,3367.5868242974657,1,0,1,471
6637,Graduation,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,34,3565.5868242974657,1,0,0,1394
3152,Graduation,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,65,3186.5868242974657,2,2,0,104
5610,Graduation,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,57,3131.5868242974657,2,2,0,43
6460,Graduation,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,40,3413.5868242974657,2,1,0,69
1349,Graduation,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,52,3131.5868242974657,2,2,0,233
1880,PhD,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,63,3212.5868242974657,2,2,0,174
641,Graduation,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,0,0,55,3148.5868242974657,1,1,1,178
8717,PhD,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,47,3629.5868242974657,2,1,0,2984
10314,PhD,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,74,3622.5868242974657,2,0,2,2165
10854,PhD,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,52,3099.5868242974652,2,2,0,74
10492,Graduation,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,63,3067.5868242974652,2,3,0,12
6935,2n Cycle,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,71,3595.5868242974657,2,0,1,1185
7698,PhD,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,46,2933.5868242974652,2,1,0,343
3559,2n Cycle,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,34,2964.5868242974652,2,1,0,69
10562,Master,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,76,3336.5868242974657,2,0,0,1653
10796,Master,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,38,3220.5868242974657,2,1,0,113
2563,Basic,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,61,3076.5868242974652,2,0,0,44
3518,Graduation,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,39,3840.5868242974657,2,1,0,60
5823,PhD,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,52,3027.5868242974652,1,1,0,74
3934,Graduation,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,56,3568.5868242974657,2,1,0,964
6982,Graduation,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,46,3529.5868242974657,2,0,0,2364
6431,PhD,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,58,3553.5868242974657,2,2,0,110
9733,Basic,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,0,0,44,3720.5868242974657,2,1,1,81
5602,PhD,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,33,3470.5868242974657,2,0,0,1748
7829,2n Cycle,36640.0,1,0,99,15,6,8,7,4,25,1,2,1,2,5,1,0,122,3338.5868242974657,1,1,0,80
1324,Graduation,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,34,3457.5868242974657,2,1,0,114
326,Graduation,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,49,3558.5868242974657,2,2,0,550
7224,Graduation,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,45,3244.5868242974657,2,2,0,41
6999,Master,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,42,3109.5868242974657,2,0,0,1490
9938,Graduation,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,68,3345.5868242974657,2,0,1,2119
6422,Graduation,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,68,3590.5868242974657,2,0,0,1614
3182,PhD,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,0,1,49,3152.5868242974657,1,2,1,359
7300,Graduation,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,0,70,3062.5868242974652,1,1,1,983
10424,Graduation,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,54,3352.5868242974657,1,0,0,1560
8727,Graduation,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,44,3320.5868242974657,1,1,0,1737
2798,PhD,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,45,3931.5868242974657,2,0,3,2003
1030,PhD,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,57,3409.5868242974657,1,2,0,60
624,Master,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,0,1,38,3688.5868242974657,1,0,1,41
5176,Graduation,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,0,0,34,3383.5868242974657,2,1,1,60
5552,Master,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,59,3474.5868242974657,1,2,0,374
868,Graduation,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,56,3024.5868242974652,2,1,0,119
380,Graduation,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,0,1,68,3690.5868242974657,1,1,1,2974
2677,Graduation,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,66,3517.5868242974657,2,1,0,313
6521,Graduation,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,68,3165.5868242974657,2,0,0,1714
